frame,time_t,gap_eV,rmsd_A
0,0.0,0.027064805501140654,0.35731502244886154
1,0.020833333333333332,0.02635972171992762,0.35779775059665875
2,0.041666666666666664,0.02879457889503101,0.3579810054561195
3,0.0625,0.034097845207725186,0.3581011690751203
4,0.08333333333333333,0.04206373471970437,0.35823370076757777
5,0.10416666666666667,0.052161051618895726,0.35840423053734466
6,0.125,0.06369871323840925,0.3586228557083996
7,0.14583333333333334,0.07623919371690135,0.35889037554925707
8,0.16666666666666666,0.0895179387916869,0.3592006870538276
9,0.1875,0.10333628249281901,0.35954543287363855
10,0.20833333333333334,0.11754820258283871,0.35991610836221943
11,0.22916666666666666,0.13204287011467386,0.3603047793624275
12,0.25,0.14672729875383084,0.36070469500248575
13,0.2708333333333333,0.16153218512772582,0.36111054166602485
14,0.2916666666666667,0.17640947038671584,0.36151861044131595
15,0.3125,0.191321928279649,0.3619263825213563
16,0.3333333333333333,0.20624036396111478,0.3623317650739648
17,0.3541666666666667,0.22113195315614576,0.3627325026797866
18,0.375,0.2359624837699812,0.36312621252739846
19,0.3958333333333333,0.2506986044900259,0.36351074666254307
20,0.4166666666666667,0.2653021774312947,0.36388422256572833
21,0.4375,0.27973915345137357,0.3642449258327418
22,0.4583333333333333,0.2939825260764337,0.36459130286390806
23,0.4791666666666667,0.30800630749217817,0.36492193613007406
24,0.5,0.3217900019371882,0.3652355694705341
25,0.5208333333333334,0.3353194675692066,0.36553114098933187
26,0.5416666666666666,0.3483686920189939,0.3658036589534483
27,0.5625,0.36136333697868395,0.3660615077524677
28,0.5833333333333334,0.3740709179583064,0.3663000995029906
29,0.6041666666666666,0.3864771673033829,0.3665198104935363
30,0.625,0.39857015604138724,0.36672138052630887
31,0.6458333333333334,0.41034407079132507,0.3669058542899056
32,0.6666666666666666,0.4217999234169838,0.3670745323127473
33,0.6875,0.4329376482310181,0.36722893518519734
34,0.7083333333333334,0.4437610379027319,0.3673707576547773
35,0.7291666666666666,0.4542738900563563,0.3675018298951966
36,0.75,0.46447813238046365,0.36762407044712336
37,0.7708333333333334,0.4743722576422442,0.36773940560823265
38,0.7916666666666666,0.483946462678432,0.36784972367868723
39,0.8125,0.4931818925142579,0.36795684801949197
40,0.8333333333333334,0.502063820069452,0.36806248647494166
41,0.8541666666666666,0.5105771297821775,0.36816829338921686
42,0.875,0.5187019375371165,0.3682758465927392
43,0.8958333333333334,0.5264238119707443,0.36838660553394525
44,0.9166666666666666,0.5337475007618195,0.3685018925709634
45,0.9375,0.5406889084770228,0.3686228980401663
46,0.9583333333333334,0.5472684761698474,0.3687506302087725
47,0.9791666666666666,0.5535023968805035,0.36888597019749136
48,1.0,0.5594112087674148,0.3690297142405735
