frame,time_t,gap_eV,rmsd_A
0,0.0,0.14903493243764387,0.1468547695769016
1,0.020833333333333332,0.15155726952434634,0.1459734789106851
2,0.041666666666666664,0.15062370642408496,0.14508747214506937
3,0.0625,0.1485511864957516,0.14427065982179654
4,0.08333333333333333,0.1458871340728365,0.14351060479386557
5,0.10416666666666667,0.14297522602646495,0.14279255441695096
6,0.125,0.13984755797719117,0.1421118920606954
7,0.14583333333333334,0.13646720014003222,0.1414688444758083
8,0.16666666666666666,0.13274038393137744,0.14086233515128718
9,0.1875,0.1285965490169474,0.1402892164473537
10,0.20833333333333334,0.12400589164099074,0.13974604351120418
11,0.22916666666666666,0.1189667986400309,0.13922981170369433
12,0.25,0.11349159687961219,0.13873804237399265
13,0.2708333333333333,0.1075812723756826,0.138269080899675
14,0.2916666666666667,0.1012710432332824,0.13782278149734412
15,0.3125,0.09468962500977796,0.1373998708295118
16,0.3333333333333333,0.08796195770264603,0.13700055181551876
17,0.3541666666666667,0.08115226203517523,0.1366247523803651
18,0.375,0.07427997151899035,0.13627255567307237
19,0.3958333333333333,0.06732314722830779,0.1359442069858892
20,0.4166666666666667,0.06024468961550156,0.13564002503063158
21,0.4375,0.05298796784700244,0.13536034281576179
22,0.4583333333333333,0.045462607540684985,0.13510532921244675
23,0.4791666666666667,0.03753645491451607,0.13487485490655848
24,0.5,0.028680357208941132,0.134668851977384
25,0.5208333333333334,0.01838853997833212,0.13449070129117982
26,0.5416666666666666,0.007809891398210311,0.1343362532781293
27,0.5625,0.005921808384300675,0.13420532679017277
28,0.5833333333333334,0.018884847038862063,0.1341007145074053
29,0.6041666666666666,0.0338982683570066,0.13403514986470533
30,0.625,0.04939514957004576,0.13399116307679562
31,0.6458333333333334,0.06497370685247006,0.13396009763092456
32,0.6666666666666666,0.08049171524180565,0.13394378422703207
33,0.6875,0.09591900249142782,0.1339410238501159
34,0.7083333333333334,0.11126260363380425,0.13394975169366868
35,0.7291666666666666,0.12657046205276856,0.13396756587353514
36,0.75,0.14195439409013488,0.13399144992746118
37,0.7708333333333334,0.1576615881822363,0.13401580460351487
38,0.7916666666666666,0.17380614651119686,0.1340336129255033
39,0.8125,0.1900023020862136,0.1340486649317483
40,0.8333333333333334,0.2061007213414996,0.13406228140243054
41,0.8541666666666666,0.22201420228520874,0.13407444030515642
42,0.875,0.23768132641271222,0.1340845337392985
43,0.8958333333333334,0.2530528857751051,0.13409164516185415
44,0.9166666666666666,0.26810001986814314,0.1340948452800615
45,0.9375,0.28280212929530535,0.13409302218336183
46,0.9583333333333334,0.2971436172374524,0.13408502402095338
47,0.9791666666666666,0.3111034050998569,0.13406964982821415
48,1.0,0.3246570064256957,0.13404574854571405
