frame,time_t,gap_eV,rmsd_A
0,0.0,0.13004333147182479,0.2265329878128021
1,0.020833333333333332,0.12354496164698503,0.22679940693322898
2,0.041666666666666664,0.11562203830180806,0.2269582844326553
3,0.0625,0.10655003649299033,0.22709232945336716
4,0.08333333333333333,0.09796116996949422,0.22726349813589217
5,0.10416666666666667,0.08969489107403206,0.22747598418328277
6,0.125,0.08156189617875498,0.22771722370825082
7,0.14583333333333334,0.07423518436189624,0.2279721058040529
8,0.16666666666666666,0.06815099450250273,0.22823239014881674
9,0.1875,0.06352074946335051,0.22849647677224863
10,0.20833333333333334,0.06042758977855556,0.2287645314685894
11,0.22916666666666666,0.05882259099962539,0.2290354751022505
12,0.25,0.05850051687593805,0.22930650251725207
13,0.2708333333333333,0.05907857091006008,0.22957372408403448
14,0.2916666666666667,0.06006830360274762,0.22983340730079152
15,0.3125,0.060995497417025035,0.23008348949076884
16,0.3333333333333333,0.061504277709900634,0.23032354809227132
17,0.3541666666666667,0.06135436070690048,0.23055460838086198
18,0.375,0.06047775290062418,0.23077923211615783
19,0.3958333333333333,0.05902571812112001,0.23100303170524808
20,0.4166666666666667,0.057127239066176116,0.231232705976174
21,0.4375,0.05498308547612396,0.23147272661178828
22,0.4583333333333333,0.05284104676320567,0.2317252048911764
23,0.4791666666666667,0.05093192470667418,0.2319910412109745
24,0.5,0.04944680130574852,0.23227052925610453
25,0.5208333333333334,0.04853584814190981,0.23256381315994526
26,0.5416666666666666,0.04829792612508754,0.23286593581131437
27,0.5625,0.04878434390411712,0.23318826851862073
28,0.5833333333333334,0.05004894611920463,0.23352646339179572
29,0.6041666666666666,0.052166607150866184,0.23388041603556212
30,0.625,0.055201009457960026,0.23424947940010818
31,0.6458333333333334,0.05946364202100085,0.23463278448243347
32,0.6666666666666666,0.06556598388124257,0.235026803264
33,0.6875,0.07241788686224027,0.23542768685657964
34,0.7083333333333334,0.07973941370801185,0.2358326721952213
35,0.7291666666666666,0.08730980406107847,0.23623943122410979
36,0.75,0.09496171818318544,0.23664600420095866
37,0.7708333333333334,0.10257106873905286,0.2370507450124419
38,0.7916666666666666,0.11005623966411804,0.2374523258131953
39,0.8125,0.1173556559078861,0.23784950270639502
40,0.8333333333333334,0.12435889498374308,0.23824108419799128
41,0.8541666666666666,0.13099729792156722,0.23862629259410423
42,0.875,0.1372427045025688,0.23900491703300505
43,0.8958333333333334,0.14309584687725874,0.23937715559718056
44,0.9166666666666666,0.1485740824464301,0.23974365923193375
45,0.9375,0.15372272724562208,0.24010529655830962
46,0.9583333333333334,0.1585956749113393,0.240463106576525
47,0.9791666666666666,0.1632485607988201,0.24081812774804562
48,1.0,0.1677275453293987,0.24117145178270974
