frame,time_t,gap_eV,rmsd_A
0,0.0,0.16381121930317022,0.24541731959971072
1,0.020833333333333332,0.20468535435429658,0.24725416773533457
2,0.041666666666666664,0.20941257242157008,0.24878045217658057
3,0.0625,0.20354944804421393,0.2501396077004744
4,0.08333333333333333,0.19362672340139397,0.2514229551820856
5,0.10416666666666667,0.18232972458281438,0.25267978400215585
6,0.125,0.1704656447909656,0.2539302976756844
7,0.14583333333333334,0.15833643177393242,0.2551867648350555
8,0.16666666666666666,0.1461438573533087,0.25645860177402585
9,0.1875,0.13397234034346184,0.25774985003478446
10,0.20833333333333334,0.12178974545167875,0.25906188356481236
11,0.22916666666666666,0.10926495463354513,0.26039873608985037
12,0.25,0.09562970726619824,0.2617578595845131
13,0.2708333333333333,0.08195876878380659,0.263113233343876
14,0.2916666666666667,0.06874374652761617,0.2644616542485841
15,0.3125,0.05654108499584254,0.26580134954300616
16,0.3333333333333333,0.046196683404559735,0.2671299746018287
17,0.3541666666666667,0.03923446721819346,0.26844447133133265
18,0.375,0.03894171929641743,0.2697379183072259
19,0.3958333333333333,0.050334618492343,0.27101728833626654
20,0.4166666666666667,0.07221403255971381,0.2723886853937871
21,0.4375,0.09871102398392395,0.27374940571365486
22,0.4583333333333333,0.12676954749258584,0.27509060664765456
23,0.4791666666666667,0.15540222658091807,0.2764113541074386
24,0.5,0.18416733501726412,0.277711461458506
25,0.5208333333333334,0.21284706743244897,0.2789908169944034
26,0.5416666666666666,0.24085061555160792,0.28022864999842034
27,0.5625,0.2690528052371519,0.2814658244191731
28,0.5833333333333334,0.2969342685319134,0.2826810097305032
29,0.6041666666666666,0.3244612137132208,0.28387360875401507
30,0.625,0.35160801620804705,0.2850430260374779
31,0.6458333333333334,0.3783558184550202,0.28618873161389313
32,0.6666666666666666,0.40469183786262874,0.28731031413057956
33,0.6875,0.4306011075168499,0.2884073074562603
34,0.7083333333333334,0.45607958623440936,0.2894794794963806
35,0.7291666666666666,0.4811341714193986,0.2905268743778322
36,0.75,0.5057666495195008,0.2915495247839757
37,0.7708333333333334,0.5299770784513385,0.29254793653525496
38,0.7916666666666666,0.5537736137630418,0.2935227385318503
39,0.8125,0.5771874147831113,0.29447448741534216
40,0.8333333333333334,0.6002321726627997,0.29540386019612014
41,0.8541666666666666,0.6229220647473994,0.2963113950086457
42,0.875,0.6452648033191508,0.2971976224874883
43,0.8958333333333334,0.6672316457370471,0.2980629341245906
44,0.9166666666666666,0.6888069155902485,0.29890793066307064
45,0.9375,0.7099773164154612,0.29973293637785975
46,0.9583333333333334,0.7307365917076822,0.3005383544979165
47,0.9791666666666666,0.751082967271941,0.30132447793086553
48,1.0,0.7710158960508124,0.30209161198554285
