frame,time_t,gap_eV,rmsd_A
0,0.0,0.20060112980172562,0.12135368690599131
1,0.020833333333333332,0.2309243548552331,0.12158651882422983
2,0.041666666666666664,0.2523848131804698,0.12195993189869588
3,0.0625,0.2710945366688975,0.12239318944957427
4,0.08333333333333333,0.2864929792685871,0.12281444365096505
5,0.10416666666666667,0.29939538177859504,0.12319806737896313
6,0.125,0.31063519814233587,0.12354224690703913
7,0.14583333333333334,0.32058616352696845,0.12385400452460928
8,0.16666666666666666,0.32873791882047954,0.12414063773070136
9,0.1875,0.3357739335096994,0.12441071063403006
10,0.20833333333333334,0.3418813779444463,0.12466917618044006
11,0.22916666666666666,0.34682713825895917,0.12491791245709515
12,0.25,0.35076526852935785,0.1251574744866863
13,0.2708333333333333,0.3540314062302059,0.1253891913626213
14,0.2916666666666667,0.3569274246074201,0.12561517585242984
15,0.3125,0.359653591967799,0.125837386327563
16,0.3333333333333333,0.36243692508651293,0.12605658117152518
17,0.3541666666666667,0.3657180632544623,0.12627164647431882
18,0.375,0.3706809416144097,0.12648173964330026
19,0.3958333333333333,0.38058011492285004,0.1267082847520202
20,0.4166666666666667,0.42589526290248614,0.1272650205691609
21,0.4375,0.6430294613073784,0.1286695102877764
22,0.4583333333333333,0.7193018264515558,0.12905761850785322
23,0.4791666666666667,0.7282385533981142,0.12918577465890269
24,0.5,0.7340450508090726,0.12932571945055682
25,0.5208333333333334,0.7388171818729461,0.12946668108578702
26,0.5416666666666666,0.7431257173393533,0.1296096213611782
27,0.5625,0.7469342282329308,0.12975083718140087
28,0.5833333333333334,0.7501959450200957,0.129890303266656
29,0.6041666666666666,0.752836577295966,0.13002861384411063
30,0.625,0.7547887760483718,0.13016643217610233
31,0.6458333333333334,0.7560025444909115,0.13030419848230915
32,0.6666666666666666,0.7564544426641078,0.13044189037983223
33,0.6875,0.7561176097024145,0.13057866303517235
34,0.7083333333333334,0.7549380120017304,0.1307131697570637
35,0.7291666666666666,0.7528380498351908,0.13084354033843545
36,0.75,0.7497355089435587,0.1309674947589645
37,0.7708333333333334,0.7455768041108968,0.13108269029538872
38,0.7916666666666666,0.7403488942600234,0.13118690862008542
39,0.8125,0.7340541388512065,0.13127827718221227
40,0.8333333333333334,0.7266968766180071,0.13135542208498122
41,0.8541666666666666,0.7182862340923748,0.1314175282113016
42,0.875,0.7088292770531552,0.13146460248297082
43,0.8958333333333334,0.6983356837863539,0.1314969765437203
44,0.9166666666666666,0.6868146739016083,0.13151592953577199
45,0.9375,0.6742854220829031,0.13152289950314275
46,0.9583333333333334,0.6607637387023715,0.1315196758887597
47,0.9791666666666666,0.6462509551383846,0.1315080508021859
48,1.0,0.6307315208323416,0.13149002010255614
