frame,time_t,gap_eV,rmsd_A
0,0.0,0.15905110483799945,0.13392581881421586
1,0.020833333333333332,0.14605557787945145,0.1338621582242781
2,0.041666666666666664,0.12970026951370528,0.13391707495679797
3,0.0625,0.11516540690718102,0.13398797882342736
4,0.08333333333333333,0.10241334737656871,0.13405973401051563
5,0.10416666666666667,0.09088240599885467,0.1341322482856843
6,0.125,0.08001333572246949,0.13420719429143368
7,0.14583333333333334,0.06938999398335,0.1342853805965178
8,0.16666666666666666,0.058954694319254486,0.13436620115004239
9,0.1875,0.049030098685761914,0.13444759739015552
10,0.20833333333333334,0.03994008612789912,0.134526751066909
11,0.22916666666666666,0.0328470604326867,0.13460667000172674
12,0.25,0.029143126419512555,0.13468287090091619
13,0.2708333333333333,0.030038933608011575,0.13475570713991616
14,0.2916666666666667,0.03676716006157221,0.13482617262018307
15,0.3125,0.047901598270982504,0.13490001663959744
16,0.3333333333333333,0.06116307955380762,0.13497225420989845
17,0.3541666666666667,0.07541913547174772,0.135043278255585
18,0.375,0.09017069303808967,0.13511326249514408
19,0.3958333333333333,0.10511375887290342,0.13518237833346577
20,0.4166666666666667,0.12013498973101377,0.13525057719995612
21,0.4375,0.13520927017452777,0.13531776524095684
22,0.4583333333333333,0.15035338064990356,0.1353838510043902
23,0.4791666666666667,0.16559216148743872,0.13544888110646475
24,0.5,0.18093724344362272,0.13551289773918598
25,0.5208333333333334,0.1963655087420193,0.1355761565013959
26,0.5416666666666666,0.2115771426433639,0.1356376119787873
27,0.5625,0.22706914426453295,0.13569904994227608
28,0.5833333333333334,0.24257508892333135,0.1357593122173364
29,0.6041666666666666,0.2580836768647714,0.13581817594929535
30,0.625,0.2735855676510255,0.1358754268161608
31,0.6458333333333334,0.2890738197493192,0.1359308696194859
32,0.6666666666666666,0.30454676678346004,0.13598437766499988
33,0.6875,0.3199999882999691,0.13603576322906288
34,0.7083333333333334,0.33543296454445226,0.13608492980972853
35,0.7291666666666666,0.3508480485797918,0.13613181083537504
36,0.75,0.36625154159992235,0.1361763328624807
37,0.7708333333333334,0.3816567574540386,0.13621842553575372
38,0.7916666666666666,0.3970815627653792,0.1362579366905093
39,0.8125,0.4125452051303,0.13629453752280454
40,0.8333333333333334,0.42807971788352006,0.13632788234032434
41,0.8541666666666666,0.4437187631629058,0.13635744002969008
42,0.875,0.45949677688622614,0.13638269625397534
43,0.8958333333333334,0.475437945638987,0.1364033411951871
44,0.9166666666666666,0.49156126366142416,0.1364195316753707
45,0.9375,0.5078604864866065,0.13643178874403372
46,0.9583333333333334,0.5242860721191391,0.1364412770715478
47,0.9791666666666666,0.5407385694816185,0.1364498459585853
48,1.0,0.5571212557188119,0.13645920309268628
