frame,time_t,gap_eV,rmsd_A
0,0.0,0.37416641122763394,0.3538805698522039
1,0.020833333333333332,0.3653498628664238,0.35427299413358765
2,0.041666666666666664,0.3601489193715679,0.3544817784709739
3,0.0625,0.3600722533665248,0.3546522104627451
4,0.08333333333333333,0.36299820941349026,0.35485639809312974
5,0.10416666666666667,0.36755878515396034,0.35512149569657886
6,0.125,0.3730135616569896,0.3554533432065539
7,0.14583333333333334,0.3789926600329636,0.35584757533390193
8,0.16666666666666666,0.3853248966188403,0.35629507614034406
9,0.1875,0.3919246069963265,0.3567852254740184
10,0.20833333333333334,0.3987340450330521,0.3573077927633679
11,0.22916666666666666,0.4057020126238058,0.3578536423338865
12,0.25,0.4127846873125236,0.35841537591618094
13,0.2708333333333333,0.419961129056901,0.35898721557748536
14,0.2916666666666667,0.42722096251600306,0.3595645512447583
15,0.3125,0.43454461870351224,0.360143016834395
16,0.3333333333333333,0.4419077426682634,0.3607180694303212
17,0.3541666666666667,0.44928047431312734,0.3612857651275697
18,0.375,0.4566254581877729,0.361842879409932
19,0.3958333333333333,0.46390323503146647,0.36238668462885393
20,0.4166666666666667,0.4710715242836159,0.36291475260837963
21,0.4375,0.4780907023960026,0.36342479923158744
22,0.4583333333333333,0.48492518309649313,0.36391470508192697
23,0.4791666666666667,0.4915444020080031,0.3643825830306084
24,0.5,0.49792047884329804,0.36482680835716463
25,0.5208333333333334,0.5040323641915165,0.36524602017221186
26,0.5416666666666666,0.5097733032780525,0.365633109203161
27,0.5625,0.5153220361207786,0.36599996365846377
28,0.5833333333333334,0.5205773469569976,0.3663397678791887
29,0.6041666666666666,0.5255336738628102,0.36665260111339976
30,0.625,0.530187711265171,0.3669388555517582
31,0.6458333333333334,0.5345408969078562,0.3671992037928964
32,0.6666666666666666,0.5386026913110982,0.3674345793127239
33,0.6875,0.5423840427756659,0.3676460974404928
34,0.7083333333333334,0.5458963488781592,0.36783503655964916
35,0.7291666666666666,0.5491484625272278,0.368002869878997
36,0.75,0.5521492925327038,0.3681512857684335
37,0.7708333333333334,0.5549074853006459,0.36828215489975485
38,0.7916666666666666,0.557429523945757,0.3683974504997517
39,0.8125,0.5597186395461904,0.3684991490525766
40,0.8333333333333334,0.5617807787566562,0.3685892068987836
41,0.8541666666666666,0.5636176123043697,0.3686696993293379
42,0.875,0.5652298041750328,0.3687428453497814
43,0.8958333333333334,0.566616443953535,0.368810972753783
44,0.9166666666666666,0.5677835686292383,0.3688764536178292
45,0.9375,0.568734545049665,0.36894167867596855
46,0.9583333333333334,0.5694723128581245,0.36900901854735196
47,0.9791666666666666,0.5699977896256314,0.36908082756382377
48,1.0,0.5703145819170459,0.3691594217871333
